,Compound,Date,Network,Text,Twitter Handle
339,0.2263,2017-12-11 17:00:41,Fox News,"Saudi Arabia to allow cinemas in 2018, first time in 35 years https://t.co/kijzlEnsqA",@FoxNews
340,-0.296,2017-12-11 16:56:27,Fox News,"Bullied Tennessee boy receives celebrity gift offers from Chris Evans, Dana White and more after viral video https://t.co/VNzEfRV8uy",@FoxNews
341,-0.25,2017-12-11 16:42:53,Fox News,Boy battling brain tumor gets special tour of John Deere factory https://t.co/xAnfmZxT3i,@FoxNews
342,0.0,2017-12-11 16:30:46,Fox News,OPINION: Should conservatives vote for Roy Moore? https://t.co/dRvra7230f,@FoxNews
343,0.4215,2017-12-11 16:24:26,Fox News,Massachusetts man rescued as his car was sinking into frozen pond (via @travfed)  https://t.co/FDMJQqrYVd,@FoxNews
344,0.0772,2017-12-11 16:19:37,Fox News,"Port Authority explosion sparks reactions from lawmakers, celebrities https://t.co/e7iJRKlJXv",@FoxNews
345,0.0,2017-12-11 16:15:21,Fox News,".@FreemanWSJ on tax reform: ""This is going to happen."" https://t.co/a8CQrsGHHB",@FoxNews
346,-0.296,2017-12-11 16:04:27,Fox News,"Mario Batali accused of sexual misconduct, asked to step away from 'The Chew' https://t.co/YZ5TUWawfI",@FoxNews
347,0.0,2017-12-11 15:53:38,Fox News,".@NYCMayor Bill de Blasio: ""This is the most resilient place on Earth. We've proven it time and time again.""… https://t.co/kaS2lhJMYD",@FoxNews
348,-0.2263,2017-12-11 15:35:28,Fox News,Port Authority explosion suspect: What we know about Akayed Ullah https://t.co/c2Z8ti4yY3,@FoxNews
349,-0.8481,2017-12-11 15:35:01,Fox News,Netanyahu slams Turkey's Erdogan for claiming Israel is 'terrorist state' that 'kills children'… https://t.co/2xNsKuooJ7,@FoxNews
350,0.0,2017-12-11 15:30:52,Fox News,New Evacuations Amid CA Wildfires https://t.co/rffPInFiei https://t.co/2KOuxt5kaB,@FoxNews
351,0.0,2017-12-11 15:05:23,Fox News,JUST IN: Democratic Senate candidate Doug Jones holds a 10-point lead over Republican Roy Moore among likely voters… https://t.co/NTZ2eS3CeX,@FoxNews
352,-0.296,2017-12-11 15:02:22,Fox News,"UPDATE: New York City explosion suspect ID'd as Akayed Ullah, 27, officials say. ""This male was wearing an improvis… https://t.co/mBYjIOocij",@FoxNews
353,-0.296,2017-12-11 14:57:31,Fox News,"Breaking UPDATE: New York City bombing suspect ID'd as Akayed Ullah, 27, officials say. ""He had burns and wounds to… https://t.co/5fmB1sr1YI",@FoxNews
354,-0.4939,2017-12-11 14:56:07,Fox News,"John Miller: ""The device is based on a pipe bomb. It was affixed to his person with a combination of Velcro and zip… https://t.co/0uX6jXS6Lu",@FoxNews
355,0.0,2017-12-11 14:48:03,Fox News,".@NYPDONeill: ""We are New Yorkers, we don't live in fear."" https://t.co/ZUlCYV7RRU https://t.co/FrxQaJ7NBx",@FoxNews
356,0.0,2017-12-11 14:44:17,Fox News,".@NYCMayor: ""The first responders, responded brilliantly."" https://t.co/ZUlCYV7RRU https://t.co/T89DjqBHEx",@FoxNews
357,0.3612,2017-12-11 14:41:13,Fox News,".@NYGovCuomo: ""The reality is we are a target by many who would like to make a statement against democracy, against… https://t.co/nhwWMRwMqn",@FoxNews
358,0.4404,2017-12-11 14:40:00,Fox News,".@NYGovCuomo: ""There was an explosion... it was an effectively low-tech device. There were several injuries, we hop… https://t.co/iOk0vqlWDD",@FoxNews
359,-0.5267,2017-12-11 14:38:38,Fox News,".@NYPDONeill: ""Approximately 7:20 this morning we had a terror related incident, in the subway, in the passageway."" https://t.co/hL0uc5Ieit",@FoxNews
360,-0.7579,2017-12-11 14:26:27,Fox News,"Breaking UPDATE: The person arrested after New York City explosion has non-life threatening injuries, The Associate… https://t.co/mVZw8Hv9JN",@FoxNews
361,0.0,2017-12-11 14:24:16,Fox News,Awaiting Update on NYC Explosion https://t.co/ZUlCYV7RRU https://t.co/9aCy1IupdC,@FoxNews
362,0.0,2017-12-11 14:23:03,Fox News,".@GOPLeader: ""We all know the NYPD is one of the finest first responders there is."" https://t.co/ZUlCYV7RRU https://t.co/zh0ExZM5iz",@FoxNews
363,-0.4939,2017-12-11 14:13:53,Fox News,"Breaking UPDATE: Four people suffered minor injuries in New York City explosion, the FDNY said, though it's unclear… https://t.co/Rbd9Yug7P4",@FoxNews
364,-0.4939,2017-12-11 14:13:24,Fox News,".@BuckSexton on the Port Authority Bus Terminal: ""This is a choke point for all of New York City... therefore it po… https://t.co/2za7f2VJME",@FoxNews
365,-0.5574,2017-12-11 14:08:30,Fox News,Port Authority explosion: Injured suspect in custody https://t.co/MAZakhKDRw,@FoxNews
366,-0.3182,2017-12-11 14:06:22,Fox News,".@RickLeventhal: ""Authorities are on scene. They think this was an isolated incident. There is at least one injury,… https://t.co/7CXVzZhZ8X",@FoxNews
367,0.0772,2017-12-11 13:51:43,Fox News,One person was in custody after an explosion near New York City’s Port Authority bus terminal during Monday morning… https://t.co/8DLUmvXjii,@FoxNews
368,0.0772,2017-12-11 13:43:46,Fox News,The Port Authority Bus Terminal has been closed after an explosion during Monday morning’s rush hour… https://t.co/JwTqK0YcLm,@FoxNews
369,0.0772,2017-12-11 13:42:04,Fox News,Mayor Bill de Blasio is on his way to scene after an explosion occurred near New York City's Port Authority bus ter… https://t.co/Y2c4H6MYu3,@FoxNews
370,0.0772,2017-12-11 13:38:51,Fox News,One person in custody after an explosion near New York City’s Port Authority Bus Terminal during Monday morning’s r… https://t.co/RhafcZE6SZ,@FoxNews
371,0.0772,2017-12-11 13:33:25,Fox News,PHOTO shows police responding to the scene after an explosion occurred near New York City's Port Authority bus term… https://t.co/C013gfrOOG,@FoxNews
372,0.0772,2017-12-11 13:22:54,Fox News,.@POTUS has been briefed about explosion near New York City’s Port Authority bus terminal https://t.co/JZ9yaElemp,@FoxNews
373,0.0772,2017-12-11 13:20:15,Fox News,One person is in custody after an explosion near New York City’s Port Authority https://t.co/ZUlCYV7RRU https://t.co/mFQN9FvGUq,@FoxNews
374,-0.34,2017-12-11 13:14:59,Fox News,"Port Authority explosion leaves several injured, reports say https://t.co/ZUlCYV7RRU",@FoxNews
375,0.0772,2017-12-11 12:57:25,Fox News,JUST IN: New York City police responding to ‘reports of an explosion’ near Port Authority https://t.co/ZUlCYV7RRU,@FoxNews
376,0.5859,2017-12-11 12:52:09,Fox News,".@SteveScalise on tax reform: ""Hopefully in the next few days we'll see the final framework, get a bill well before… https://t.co/JR3qd6eaGf",@FoxNews
377,-0.6124,2017-12-11 12:39:45,Fox News,"Southern California's Thomas Fire explodes in size, threatens new areas https://t.co/kksM4X2sTb",@FoxNews
378,0.6808,2017-12-11 12:33:18,Fox News,12 gift ideas for the holiday host or hostess https://t.co/nIAcuA4Wht,@FoxNews
379,0.34,2017-12-11 12:30:23,Fox News,Stuart Varney on bitcoin: “What you're buying essentially is a computer entry and the value of that computer entry… https://t.co/Mskl4c7qfW,@FoxNews
380,0.0,2017-12-11 12:19:16,Fox News,.@KellyannePolls on @foxandfriends: “The economy is absolutely booming. The stock market is up.” https://t.co/ZivWHERJRk,@FoxNews
381,0.4767,2017-12-11 12:13:19,Fox News,.@KellyannePolls on @foxandfriends: “We respect the rights of voters in every state to decide who represents them i… https://t.co/YyFWqo2xmo,@FoxNews
382,0.7574,2017-12-11 12:00:19,Fox News,RT @foxnewsradio: Happy Monday! The latest #FOXNewsRundown is ready for you. Listen &amp; subscribe on @iTunes. https://t.co/UrjQiXec33 https:/…,@FoxNews
383,-0.4588,2017-12-11 11:49:50,Fox News,".@RepMiaLove on @chelseahandler attacking @PressSec: ""She's absolutely objectifying women."" https://t.co/GQdIaZLPf5",@FoxNews
384,0.4215,2017-12-11 11:47:22,Fox News,Driver rescued from car quickly sinking into icy pond https://t.co/fnH3V0HdNb,@FoxNews
385,-0.3102,2017-12-11 11:39:22,Fox News,"Keaton Jones receives celebrity gift offers from Chris Evans, Dana White and more after viral bullying video https://t.co/VNzEfRV8uy",@FoxNews
386,-0.2263,2017-12-11 11:31:55,Fox News,The forgotten role of the bicycle in wartime: How soldiers rode into action on two wheels https://t.co/xePJ2VBlHk,@FoxNews
387,0.0,2017-12-11 11:22:29,Fox News,US begins missile tracking drills https://t.co/uQnGEevH4Z,@FoxNews
388,-0.4588,2017-12-11 11:19:46,Fox News,".@conservmillen on @chelseahandler attacking @PressSec: ""I need to know, Chelsea Handler, are you a feminist or are… https://t.co/RKmAJkJl9F",@FoxNews
389,-0.1779,2017-12-11 11:11:59,Fox News,"Chuck Rocha on the Alabama Senate race: ""I think that the Republican party loses no matter what happens tomorrow."" https://t.co/URCWGXuI5g",@FoxNews
390,0.3612,2017-12-11 11:09:22,Fox News,"Jen Kerns on the Alabama Senate race: ""I think the president is right. It is critical that Republicans win this sea… https://t.co/hZnnGcDwbY",@FoxNews
391,0.4019,2017-12-11 10:59:42,Fox News,".@MarshaBlackburn on the special counsel: ""It doesn't seem they're going where the facts lead them.... What appears… https://t.co/efGMqeJHkT",@FoxNews
392,-0.7841,2017-12-11 10:53:56,Fox News,South Carolina serial killer Todd Kohlhepp claims he has more victims https://t.co/iUSHld3lR7 https://t.co/JXPMuBnkaM,@FoxNews
393,-0.6249,2017-12-11 10:48:27,Fox News,Violence flares over Trump's declaration of Jerusalem as the capital of Israel https://t.co/CRyBooAjh7,@FoxNews
394,0.0,2017-12-11 10:44:41,Fox News,A sailor returns to Naval Station Everett after a six-month deployment. https://t.co/2sO5ynrQFD,@FoxNews
395,-0.296,2017-12-11 10:36:20,Fox News,".@Jehmu on immigration: ""There is a real need for us to move and stop using... these dreamers as a political footba… https://t.co/OGp7tJhe4k",@FoxNews
396,0.0,2017-12-11 10:31:40,Fox News,"Aaron Spring on college Republicans being kicked out of campus coffee shop: ""They kicked us out. They called us fas… https://t.co/P9Zd1cS6VH",@FoxNews
397,0.0,2017-12-11 10:25:52,Fox News,".@BrianBrenberg on the economy: ""They have to deliver.. They have to keep deregulating, they have to continue to cu… https://t.co/XO1RC0mygM",@FoxNews
398,-0.5574,2017-12-11 10:13:59,Fox News,Police Hunt for Suspect or Suspects in Highway Shootings https://t.co/wgDGSkCwRH,@FoxNews
399,0.5267,2017-12-11 10:00:01,Fox News,".@JudgeJeanine: ""There is a cleansing needed in our FBI and Department of Justice. It needs to be cleansed of indiv… https://t.co/3DemH2i3G0",@FoxNews
400,-0.296,2017-12-11 23:32:04,The New York Times,U2 now has a No. 1 album in each of the last 4 decades https://t.co/QVIBQcWm6W,@nytimes
401,-0.5574,2017-12-11 23:17:05,The New York Times,"The New Yorker magazine fired Ryan Lizza, a high-profile political reporter, citing “improper sexual conduct” https://t.co/VdAlQseEFs",@nytimes
402,-0.4019,2017-12-11 23:02:03,The New York Times,"Amid a blur of TV ads and conflicting polls, Roy Moore and Doug Jones made their final appeals to voters in Alabama https://t.co/7NPj1HF4Sz",@nytimes
403,-0.2023,2017-12-11 22:46:05,The New York Times,RT @sherifink: It was sobering to check figures and find out that only a little over half of Puerto Rico's pre-storm power grid load has be…,@nytimes
404,0.34,2017-12-11 22:31:04,The New York Times,"Excited about ""The Crown""? Here's where to watch more movies and TV series about British history. https://t.co/bDlURur4jE",@nytimes
405,-0.296,2017-12-11 22:15:12,The New York Times,The 2018 Golden Globe nominations contained a slew of surprises and snubs https://t.co/ErpHROzZxf,@nytimes
406,0.8733,2017-12-11 22:00:16,The New York Times,These are the best. And the crispiest. Make them. You’ll be so happy. https://t.co/ifrBcIeix1,@nytimes
407,0.25,2017-12-11 21:46:41,The New York Times,"Breaking News: The New York bombing suspect told officials he was inspired by ISIS, and that he chose the subway be… https://t.co/toYDVuiQ7y",@nytimes
408,0.6908,2017-12-11 21:45:04,The New York Times,What role has free trade played in the world’s obesity epidemic? Mexico’s widening waistlines since Nafta may offer… https://t.co/CNcvhiQXc5,@nytimes
409,0.4215,2017-12-11 21:30:04,The New York Times,"""When scientists say bears are going extinct, I want people to realize what it looks like"" https://t.co/xnlHGM9kT1",@nytimes
410,0.0772,2017-12-11 21:15:05,The New York Times,Where the Port Authority subway explosion happened https://t.co/bzFIfrP0W4,@nytimes
411,0.2023,2017-12-11 21:00:26,The New York Times,We want to hear from parents whose children faced a serious illness. Please share your experiences if you can: https://t.co/RbJHOLFC26,@nytimes
412,-0.7506,2017-12-11 20:50:05,The New York Times,"There were falls, special diets interrupted and medical treatments missed. One woman even mistakenly drank a poison. https://t.co/tMW4hQs4yH",@nytimes
413,0.0,2017-12-11 20:40:06,The New York Times,The MTA chairman says he expects NYC subway service to be fully operational by Monday’s evening rush https://t.co/vjfS6JsQbR,@nytimes
414,0.6369,2017-12-11 20:30:13,The New York Times,The 54 best songs of 2017 https://t.co/MsFz1QCkz3 https://t.co/5bBqvJB9xk,@nytimes
415,0.5267,2017-12-11 20:20:11,The New York Times,RT @arappeport: Treasury is getting panned for a one-page GOP tax plan analysis that relies on other policies &amp; amped up growth projections…,@nytimes
416,-0.4939,2017-12-11 20:10:10,The New York Times,One NYT reader's reaction to a pipe bomb explosion in a New York City subway tunnel https://t.co/XiPTcREMpt https://t.co/29KJqnqEBx,@nytimes
417,-0.34,2017-12-11 20:00:08,The New York Times,B-52s have once again been called into action in Afghanistan. @EricSchmittNYT flew in one for a 13-hour combat miss… https://t.co/yuwfu45nK9,@nytimes
418,-0.4939,2017-12-11 19:50:04,The New York Times,RT @nytopinion: The sponsors of the photo ID law were caught on tape devising a plan to depress the turnout of black voters https://t.co/Jh…,@nytimes
419,-0.296,2017-12-11 19:40:13,The New York Times,"A deafening boom came from a man in a hooded sweatshirt, and then smoke. And then the commuters ran. https://t.co/q1PlVtXX5Z",@nytimes
420,0.0,2017-12-11 19:20:12,The New York Times,"The author of ""Cat Person"" says she always knew how the story would end, down to the last word https://t.co/TaHl0f0q95",@nytimes
421,0.0,2017-12-11 19:10:06,The New York Times,The explosion in a New York City subway tunnel was recorded on surveillance video https://t.co/hOm8jNpJli,@nytimes
422,0.4767,2017-12-11 18:58:05,The New York Times,"The New York Times stands by our reporting, sourced from interviews with 60 advisers, associates, friends and membe… https://t.co/urJFBDb4N2",@nytimes
423,0.0,2017-12-11 18:50:05,The New York Times,"The NYT reported that President Trump watches 4 to 8 hours of TV each day. 

Trump tweeted that this is ""wrong!"" https://t.co/Q7vKwh1LJf",@nytimes
424,-0.5106,2017-12-11 18:40:09,The New York Times,EU leaders rejected Benjamin Netanyahu's request to recognize Jerusalem as Israel's capital https://t.co/hhtb86qwMF,@nytimes
425,0.0,2017-12-11 18:30:20,The New York Times,One former clerk said he called her into his office and showed her photos of naked people on his computer https://t.co/RTVD5Xj5BR,@nytimes
426,-0.6597,2017-12-11 18:20:05,The New York Times,"The suspect had attached a pipe bomb to himself with a “combination of Velcro and zip ties,” NYPD commissioner says https://t.co/iI3youOiiW",@nytimes
427,-0.1531,2017-12-11 18:05:06,The New York Times,"The 1, 2, 3, A, C, E, N, Q, R and W lines bypassed the 42nd Street stops. The bus terminal was temporarily closed. https://t.co/72kQACbrMy",@nytimes
428,-0.296,2017-12-11 17:50:05,The New York Times,RT @NYTScience: Most of us hear. But a few hear things they see -- even if there's no noise. Why? https://t.co/Wmr0maobsl https://t.co/PRzM…,@nytimes
429,0.0,2017-12-11 17:40:30,The New York Times,"La policía de Nueva York detiene a un sospechoso tras explosión en el metro en Manhattan https://t.co/3vivWw3bT9

R… https://t.co/Uv7NcGtReJ",@nytimes
430,-0.8126,2017-12-11 17:35:01,The New York Times,"""This was an attempted terrorist attack. Thank god the perpetrator did not achieve his ultimate goals."" https://t.co/c1Zw7XecqI",@nytimes
431,-0.296,2017-12-11 17:20:14,The New York Times,The 2018 Golden Globe nominations contained a slew of surprises and snubs https://t.co/Fj1SI2B4Rs,@nytimes
432,-0.8316,2017-12-11 17:10:06,The New York Times,NYT reporter @rcallimachi analyzes what authorities called an attempted terrorist attack in New York City https://t.co/MQseK60NHy,@nytimes
433,0.0,2017-12-11 17:00:11,The New York Times,Mario Batali is stepping away from his restaurants and “The Chew” after reports of alleged sexual misconduct https://t.co/IPGvTUIVjB,@nytimes
434,0.0772,2017-12-11 16:50:09,The New York Times,Where the Port Authority subway explosion happened https://t.co/V2ZQHRpBWk,@nytimes
435,-0.7003,2017-12-11 16:40:12,The New York Times,"The Thomas Fire is threatening communities around Santa Barbara, California https://t.co/nIiuAI2vlq",@nytimes
436,0.0,2017-12-11 16:30:10,The New York Times,"Chris Evans invited Keaton Jones to next year's ""Avengers"" premiere. A Tennessee Titan offered him tickets to a gam… https://t.co/petAPhgEF7",@nytimes
437,0.3182,2017-12-11 16:20:10,The New York Times,A Fed rate increase is expected. But what comes next? https://t.co/wfsw0dFodg,@nytimes
438,0.0772,2017-12-11 16:10:06,The New York Times,The scene on 42nd Street near the Port Authority Bus Terminal on Monday morning in New York. Latest updates:… https://t.co/GkrFH0zux7,@nytimes
439,0.0,2017-12-11 16:00:14,The New York Times,"RT @MichaelPaulson: En route to Broadway. But first, Edmonton. How a trek north by Orpheus and Eurydice illustrates one side effect of musi…",@nytimes
440,0.0,2017-12-11 15:50:07,The New York Times,"The U.S., Japan and South Korea are teaming up for a drill to track submarine missile launchings by North Korea https://t.co/ocS1Q4wv9z",@nytimes
441,0.0,2017-12-11 15:40:07,The New York Times,"NYC Mayor Bill de Blasio: ""Our lives revolve around the subway""
https://t.co/Db0Mg6e5b8 https://t.co/CZEm6t0T57",@nytimes
442,0.0,2017-12-11 15:30:17,The New York Times,"First, allowing women to drive. Then concerts. Now Saudi Arabia will open commercial movie theaters. https://t.co/mgmvK4jAML",@nytimes
443,0.0,2017-12-11 15:20:18,The New York Times,The explosion in a New York City subway tunnel was recorded on surveillance video https://t.co/xGcCPGHgBS,@nytimes
444,0.4404,2017-12-11 15:15:08,The New York Times,"Traditional sexual harassment trainings can backfire, but there are approaches that have been proven effective https://t.co/vyVGdsGCwl",@nytimes
445,-0.875,2017-12-11 15:06:27,The New York Times,Mayor Bill de Blasio called the subway station blast an attempted terrorist attack and said no other explosive devi… https://t.co/1BqpxKBnZE,@nytimes
446,0.0,2017-12-11 15:00:28,The New York Times,Morning Briefing: Here's what you need to know to start your day. https://t.co/uSx7wCpvBD,@nytimes
447,0.5423,2017-12-11 14:45:09,The New York Times,"Famous for its hostility to wealth and corporations, France is attempting a makeover to win post-Brexit jobs https://t.co/FqaNu6X6Ip",@nytimes
448,0.0,2017-12-11 14:38:50,The New York Times,"RT @cliffordlevy: @realDonaldTrump @nytimes We at The New York Times stand by our reporting, sourced from interviews with 60 advisers, asso…",@nytimes
449,0.0,2017-12-11 14:30:09,The New York Times,And the nominees for the 2018 Golden Globes are... https://t.co/5xKiLzf6MP,@nytimes
450,-0.296,2017-12-11 14:27:42,The New York Times,"Breaking News: The suspect in the New York subway blast had an explosive device strapped to him, a city official sa… https://t.co/7wDF34V0vZ",@nytimes
451,0.3818,2017-12-11 14:20:07,The New York Times,A frustrating truth about American health care is that half or more of prescribed medication is never taken https://t.co/zpPtMEax7p,@nytimes
452,-0.3818,2017-12-11 14:10:05,The New York Times,"The real fight in Russia is not the 2018 presidential election, it's what comes after Vladimir Putin in 2024 https://t.co/CIBzkZgnsr",@nytimes
453,-0.6369,2017-12-11 13:58:28,The New York Times,An explosion near Times Square has forced the evacuation of a major transit hub. A suspect is in custody; he was th… https://t.co/FoBbQBrHjS,@nytimes
454,-0.3182,2017-12-11 13:45:08,The New York Times,"""It happens all the time: The wife outfishes the husband, and it drives the husband nuts"" https://t.co/RwtkDyKsiN",@nytimes
455,0.0,2017-12-11 13:30:11,The New York Times,Morning Briefing: Here's what you need to know to start your day. https://t.co/jU0m43TJ0o,@nytimes
456,0.0,2017-12-11 13:15:08,The New York Times,Police evacuated one of New York's busiest transit hubs after reports of an explosion at 42nd Street and 8th Avenue https://t.co/HRdccEm2LR,@nytimes
457,0.0,2017-12-11 13:13:43,The New York Times,Police in New York Respond to Report of Explosion https://t.co/LAc4uk3r23,@nytimes
458,0.0,2017-12-11 13:00:13,The New York Times,"Ahead of Tuesday’s election in Alabama, Democrats are deploying a multimillion-dollar get-out-the-vote operation https://t.co/BbgR33hlPz",@nytimes
459,-0.6204,2017-12-11 12:50:24,The New York Times,"Most workplace sexual harassment training is devised to reduce companies' potential legal liability, not to prevent… https://t.co/UpV5OaKQ80",@nytimes
460,0.0,2017-12-11 12:36:43,The New York Times,Morning Briefing: Here's what you need to know to start your day. https://t.co/REn1506voc,@nytimes
461,0.0,2017-12-11 12:25:05,The New York Times,Colin Kaepernick vs. the NFL: What you need to know about his collusion case https://t.co/E6Jo39GfT3,@nytimes
462,0.9169,2017-12-11 12:08:36,The New York Times,"Food, drink, friends, good conversation — a dinner party is timeless. Here's how to throw your best one yet. https://t.co/l0iSHBDiZ2",@nytimes
463,0.0,2017-12-11 11:50:19,The New York Times,Editorial: Opening Up New York’s Public Records https://t.co/5zgXfaB30S,@nytimes
464,0.0,2017-12-11 11:40:30,The New York Times,“The whole game has shifted.” New York and its suburbs are pondering the financial hit to the region from the Repub… https://t.co/rvC3iLSpzg,@nytimes
465,0.0,2017-12-11 11:22:05,The New York Times,"How Much for That Tree? $35 in Harlem, or $135 in SoHo https://t.co/uOAduU3mtP",@nytimes
466,0.5859,2017-12-11 11:19:03,The New York Times,"Review: ‘Brooklyn Nutcracker’ Is Simply, Imperfectly Charming https://t.co/OpPFsaUm9M",@nytimes
467,0.4404,2017-12-11 11:11:09,The New York Times,Some consumers are finding they can get a better deal on prescription drugs by leaving their insurance cards at home https://t.co/OMQJsLgsln,@nytimes
468,0.1027,2017-12-11 10:55:05,The New York Times,Confused by all the news about Russia and the 2016 U.S. presidential election? We are here to help. https://t.co/ucaGhEBfQG,@nytimes
469,-0.6249,2017-12-11 10:33:13,The New York Times,Take a Number: Two Hidden Cancer Causes: Diabetes and Obesity https://t.co/ywgoXhSJMV,@nytimes
470,0.0258,2017-12-11 10:32:16,The New York Times,"""I want to leave here and live outside with my mother."" An 11-year-old Afghan girl has spent her entire life behind… https://t.co/3dhj5PvlLU",@nytimes
471,-0.3818,2017-12-11 10:15:55,The New York Times,"RT @nytimesworld: For three years, ISIS ruled Iraq's second-largest city. The battle to drive out the militants left much of Mosul in ruins…",@nytimes
472,0.0,2017-12-11 09:59:52,The New York Times,RT @NYTFashion: Inside the luxurious living space of Jenna Lyons https://t.co/e5ZDNRMg0m,@nytimes
473,0.0,2017-12-11 09:41:35,The New York Times,He lives in New York. She lives in Sudan. He watched his own wedding celebration through a fuzzy WhatsApp connectio… https://t.co/CHg7oJQFCV,@nytimes
474,0.0772,2017-12-11 09:23:39,The New York Times,RT @KirkSemple: A story about the particular challenges for older Venezuelans who are planning to emigrate or have already moved abroad. Wi…,@nytimes
475,0.25,2017-12-11 09:05:13,The New York Times,"RT @NYTmag: Great Performers: In one take, @NicoleKidman switches from frustration to possession to orgasmic experience. https://t.co/wDHRQ…",@nytimes
476,0.3612,2017-12-11 08:46:52,The New York Times,RT @NYTmag: Got a race coming up? This trick may help you shave some seconds off — and look photogenic while doing it. https://t.co/E5WiutW…,@nytimes
477,0.4588,2017-12-11 08:28:44,The New York Times,"Stretched over a few nights or a weekend, making a gingerbread house is a festive effort — especially with a group… https://t.co/kQMZcQKIe0",@nytimes
478,0.6597,2017-12-11 08:11:40,The New York Times,How to Clean Up Your Holiday Messes https://t.co/WjfJ2xz15s,@nytimes
479,-0.7184,2017-12-11 08:04:33,The New York Times,David Lang’s “symphony for a broken orchestra” makes music from 400 damaged public school instruments https://t.co/Y4P3mwaEQz,@nytimes
480,-0.7906,2017-12-11 07:47:35,The New York Times,"RT @nytimesworld: Two Afghan women say they quit Zan TV, Kabul's new ""all women"" station, over sex abuse. Its male owner denies that. https…",@nytimes
481,-0.5267,2017-12-11 07:31:09,The New York Times,Op-Ed Contributor: Stop the Manipulation of Democracy Online https://t.co/m1zlbhKyOX,@nytimes
482,0.0,2017-12-11 07:18:03,The New York Times,"RT @NYTSports: Via @RorySmith: Pep Guardiola got the last word at Old Trafford today: ‘We won,’ he said, ‘because we were better.’ https://…",@nytimes
483,0.0,2017-12-11 07:02:41,The New York Times,RT @NYTHealth: What we learned in 2017 https://t.co/ygJD2rX37T,@nytimes
484,0.4215,2017-12-11 06:45:24,The New York Times,"RT @NYTHealth: Despite the progress we’ve made, a doctor with a disability is still an extremely rare sight https://t.co/Y1mZkNS2Dq",@nytimes
485,0.7184,2017-12-11 06:28:44,The New York Times,"Some 24 million ""smart speakers"" are expected to sell this year. But how comfortable are we with these machines? https://t.co/VlGqtp18uR",@nytimes
486,-0.6705,2017-12-11 06:11:56,The New York Times,"RT @nytimesworld: The 9-month battle to drive ISIS out of Iraq's second-largest city left much of it in ruins. Now, Mosul residents are pul…",@nytimes
487,-0.5267,2017-12-11 05:53:57,The New York Times,North Korean Submarine Missile Threat Prompts U.S.-Led Military Drills https://t.co/pvxa7YQ84D,@nytimes
488,0.1779,2017-12-11 05:48:39,The New York Times,"RT @nytimesworld: A LOT of Christmas spirit on a Sydney bus. And other tales of Australian transport, in this week's Australia Diary. https…",@nytimes
489,-0.4019,2017-12-11 05:30:06,The New York Times,"With only hours until the polls open in this unlikeliest of battleground states, Democrats are deploying a sprawlin… https://t.co/gSbRN4jced",@nytimes
490,-0.6195,2017-12-11 05:16:33,The New York Times,"RT @NYTNational: “I think, so many accusations, so many cuts, so many drip, drip, drip. When it got to the 14-year-old’s story, that was en…",@nytimes
491,-0.1531,2017-12-11 04:59:05,The New York Times,RT @NYTSports: Colin Kaepernick has accused the NFL of colluding to keep him off a team in retaliation for inspiring the wave of national a…,@nytimes
492,0.6369,2017-12-11 04:48:03,The New York Times,The best songs of 2017 https://t.co/bgIM0yW7hp,@nytimes
493,0.1779,2017-12-11 04:35:03,The New York Times,"RT @NYTSports: Returning Eli Manning to the starting lineup restored some equilibrium, but what ails the Giants will take months, and maybe…",@nytimes
494,0.0,2017-12-11 04:32:53,The New York Times,"Ahead of Brexit, Paris Tries a Business Makeover https://t.co/3SPwgeo0mr",@nytimes
495,0.0,2017-12-11 04:29:34,The New York Times,Volkswagen Chief Suggests Ending Subsidies for Diesel Cars https://t.co/0DBnEv04oW,@nytimes
496,0.1027,2017-12-11 04:26:04,The New York Times,Confused by all the news about Russia and the 2016 U.S. presidential election? We are here to help. https://t.co/vmuK2bn7Wa,@nytimes
497,0.0,2017-12-11 04:12:09,The New York Times,Your cat tattoo can have your actual cat in it https://t.co/wyrGCMsrld,@nytimes
498,-0.2263,2017-12-11 03:53:03,The New York Times,RT @nytimesworld: Protests in Lebanon near U.S. embassy after Trump’s Jerusalem decision https://t.co/6QjgtAgUVj https://t.co/MVThAPnypJ,@nytimes
499,0.128,2017-12-11 03:39:09,The New York Times,Horror films dominated the cultural conversation in 2017. So @nytmag asked the year's best actors to perform in a s… https://t.co/1zY2LD0VYi,@nytimes
